date,eua_carbon_price_eur_tco2,source_created_at,singapore_vlsfo_usd_mt,singapore_hsfo_usd_mt,singapore_hi5_spread_usd_mt,rotterdam_hi5_spread_usd_mt,houston_hi5_spread_usd_mt,capesize_scrubber_savings_usd_day,vlcc_scrubber_savings_usd_day,capesize_eu_ets_surcharge_usd_day,provenance
2018-03-01,12.24,,616.6,462.61,153.99,148.89,142.72,6929.55,8469.45,,icap_ape_eu_ets_daily
2018-03-02,12.2,,617.24,460.09,157.15,151.45,145.98,7071.75,8643.25,,icap_ape_eu_ets_daily
2018-03-05,12.4,,614.25,456.86,157.39,149.8,145.78,7082.55,8656.45,,icap_ape_eu_ets_daily
2018-03-06,12.68,,609.02,451.57,157.45,150.92,144.5,7085.25,8659.75,,icap_ape_eu_ets_daily
2018-03-08,13.29,,606.89,447.51,159.38,153.47,147.59,7172.1,8765.9,,icap_ape_eu_ets_daily
2018-03-09,13.69,,601.73,443.46,158.27,152.03,146.54,7122.15,8704.85,,icap_ape_eu_ets_daily
2018-03-12,13.96,,607.85,448.37,159.48,153.89,148.31,7176.6,8771.4,,icap_ape_eu_ets_daily
2018-03-13,13.61,,609.42,450.0,159.42,153.72,148.65,7173.9,8768.1,,icap_ape_eu_ets_daily
2018-03-14,13.88,,611.71,453.43,158.28,152.19,146.15,7122.6,8705.4,,icap_ape_eu_ets_daily
2018-03-15,13.68,,609.68,451.95,157.73,152.28,145.55,7097.85,8675.15,,icap_ape_eu_ets_daily
2018-03-16,13.53,,609.04,451.29,157.75,151.62,146.46,7098.75,8676.25,,icap_ape_eu_ets_daily
2018-03-19,13.52,,614.93,454.84,160.09,151.82,148.4,7204.05,8804.95,,icap_ape_eu_ets_daily
2018-03-20,13.78,,612.03,452.48,159.55,153.8,147.71,7179.75,8775.25,,icap_ape_eu_ets_daily
2018-03-22,15.47,,614.64,451.8,162.84,156.77,151.51,7327.8,8956.2,,icap_ape_eu_ets_daily
2018-03-23,15.26,,609.11,444.31,164.8,157.56,151.92,7416.0,9064.0,,icap_ape_eu_ets_daily
2018-03-26,15.79,,613.57,446.79,166.78,160.28,154.45,7505.1,9172.9,,icap_ape_eu_ets_daily
2018-03-27,16.36,,609.96,444.06,165.9,160.11,153.8,7465.5,9124.5,,icap_ape_eu_ets_daily
2018-03-28,17.33,,612.7,449.07,163.63,159.16,150.95,7363.35,8999.65,,icap_ape_eu_ets_daily
2018-04-03,15.84,,613.22,451.97,161.25,155.15,147.7,7256.25,8868.75,,icap_ape_eu_ets_daily
2018-04-05,15.53,,611.68,450.82,160.86,155.85,148.47,7238.7,8847.3,,icap_ape_eu_ets_daily
2018-04-06,15.57,,610.69,448.42,162.27,157.3,150.4,7302.15,8924.85,,icap_ape_eu_ets_daily
2018-04-09,15.91,,611.94,449.72,162.22,157.36,150.58,7299.9,8922.1,,icap_ape_eu_ets_daily
2018-04-10,16.08,,605.53,443.74,161.79,155.64,150.53,7280.55,8898.45,,icap_ape_eu_ets_daily
2018-04-11,16.63,,608.42,447.89,160.53,155.74,149.44,7223.85,8829.15,,icap_ape_eu_ets_daily
2018-04-12,16.14,,605.62,445.1,160.52,154.9,148.89,7223.4,8828.6,,icap_ape_eu_ets_daily
2018-04-13,16.94,,601.18,442.16,159.02,151.53,147.15,7155.9,8746.1,,icap_ape_eu_ets_daily
2018-04-16,16.99,,597.33,439.21,158.12,153.19,147.23,7115.4,8696.6,,icap_ape_eu_ets_daily
2018-04-17,16.97,,597.81,437.03,160.78,155.89,148.16,7235.1,8842.9,,icap_ape_eu_ets_daily
2018-04-19,17.17,,597.59,437.53,160.06,153.88,146.05,7202.7,8803.3,,icap_ape_eu_ets_daily
2018-04-20,16.02,,599.51,439.97,159.54,153.64,148.01,7179.3,8774.7,,icap_ape_eu_ets_daily
2018-04-23,15.65,,599.76,440.07,159.69,153.11,148.2,7186.05,8782.95,,icap_ape_eu_ets_daily
2018-04-24,15.63,,604.06,444.93,159.13,153.7,146.84,7160.85,8752.15,,icap_ape_eu_ets_daily
2018-04-25,16.07,,602.1,443.57,158.53,153.11,145.08,7133.85,8719.15,,icap_ape_eu_ets_daily
2018-04-26,16.44,,607.1,449.91,157.19,151.55,144.18,7073.55,8645.45,,icap_ape_eu_ets_daily
2018-04-27,16.3,,607.55,449.69,157.86,150.75,146.11,7103.7,8682.3,,icap_ape_eu_ets_daily
2018-04-30,16.39,,615.93,458.43,157.5,151.42,144.78,7087.5,8662.5,,icap_ape_eu_ets_daily
2018-05-03,15.08,,611.8,453.45,158.35,151.76,147.1,7125.75,8709.25,,icap_ape_eu_ets_daily
2018-05-04,15.1,,618.56,458.24,160.32,153.94,147.32,7214.4,8817.6,,icap_ape_eu_ets_daily
2018-05-08,15.96,,616.28,456.88,159.4,153.13,149.6,7173.0,8767.0,,icap_ape_eu_ets_daily
2018-05-09,16.44,,616.63,459.17,157.46,151.55,146.62,7085.7,8660.3,,icap_ape_eu_ets_daily
2018-05-14,16.77,,616.2,459.8,156.4,150.53,144.57,7038.0,8602.0,,icap_ape_eu_ets_daily
2018-05-15,17.36,,613.59,455.07,158.52,153.82,147.69,7133.4,8718.6,,icap_ape_eu_ets_daily
2018-05-17,17.78,,614.95,458.46,156.49,151.36,143.1,7042.05,8606.95,,icap_ape_eu_ets_daily
2018-05-18,17.95,,618.65,461.63,157.02,150.53,144.44,7065.9,8636.1,,icap_ape_eu_ets_daily
2018-05-22,18.76,,629.35,469.01,160.34,155.38,149.19,7215.3,8818.7,,icap_ape_eu_ets_daily
2018-05-23,18.59,,629.81,469.22,160.59,154.12,148.56,7226.55,8832.45,,icap_ape_eu_ets_daily
2018-05-24,19.17,,617.92,459.15,158.77,152.99,146.65,7144.65,8732.35,,icap_ape_eu_ets_daily
2018-05-25,18.77,,621.63,460.47,161.16,155.42,149.76,7252.2,8863.8,,icap_ape_eu_ets_daily
2018-05-29,19.19,,617.94,459.3,158.64,154.27,148.51,7138.8,8725.2,,icap_ape_eu_ets_daily
2018-05-31,18.19,,613.34,455.76,157.58,152.1,145.25,7091.1,8666.9,,icap_ape_eu_ets_daily
2018-06-01,17.4,,615.36,457.86,157.5,152.83,145.91,7087.5,8662.5,,icap_ape_eu_ets_daily
2018-06-04,17.84,,619.98,463.03,156.95,150.32,146.5,7062.75,8632.25,,icap_ape_eu_ets_daily
2018-06-05,19.09,,615.34,459.19,156.15,150.34,144.35,7026.75,8588.25,,icap_ape_eu_ets_daily
2018-06-06,18.33,,618.26,460.89,157.37,149.97,145.23,7081.65,8655.35,,icap_ape_eu_ets_daily
2018-06-07,18.85,,617.0,459.61,157.39,152.04,144.59,7082.55,8656.45,,icap_ape_eu_ets_daily
2018-06-08,18.43,,615.93,458.69,157.24,150.81,146.28,7075.8,8648.2,,icap_ape_eu_ets_daily
2018-06-11,18.33,,613.31,456.23,157.08,151.03,145.58,7068.6,8639.4,,icap_ape_eu_ets_daily
2018-06-12,17.61,,611.12,457.09,154.03,148.9,141.92,6931.35,8471.65,,icap_ape_eu_ets_daily
2018-06-14,18.03,,610.46,458.28,152.18,148.42,140.84,6848.1,8369.9,,icap_ape_eu_ets_daily
2018-06-15,17.07,,613.97,460.54,153.43,148.08,142.36,6904.35,8438.65,,icap_ape_eu_ets_daily
2018-06-18,16.96,,614.49,462.18,152.31,146.48,139.73,6853.95,8377.05,,icap_ape_eu_ets_daily
2018-06-19,16.76,,616.31,466.3,150.01,145.39,137.47,6750.45,8250.55,,icap_ape_eu_ets_daily
2018-06-20,16.59,,620.69,471.73,148.96,143.58,136.12,6703.2,8192.8,,icap_ape_eu_ets_daily
2018-06-21,16.58,,631.57,481.8,149.77,142.8,137.54,6739.65,8237.35,,icap_ape_eu_ets_daily
2018-06-22,17.26,,634.16,483.96,150.2,145.06,137.87,6759.0,8261.0,,icap_ape_eu_ets_daily
2018-06-25,17.55,,627.94,479.29,148.65,142.34,135.5,6689.25,8175.75,,icap_ape_eu_ets_daily
2018-06-26,17.35,,631.64,481.97,149.67,143.84,136.81,6735.15,8231.85,,icap_ape_eu_ets_daily
2018-06-28,17.77,,630.0,481.04,148.96,142.49,136.86,6703.2,8192.8,,icap_ape_eu_ets_daily
2018-06-29,17.34,,630.68,479.76,150.92,145.34,138.35,6791.4,8300.6,,icap_ape_eu_ets_daily
2018-07-02,17.47,,629.58,477.54,152.04,146.15,139.95,6841.8,8362.2,,icap_ape_eu_ets_daily
2018-07-03,17.7,,632.17,478.9,153.27,146.72,140.52,6897.15,8429.85,,icap_ape_eu_ets_daily
2018-07-04,17.94,,631.32,477.65,153.67,149.22,141.15,6915.15,8451.85,,icap_ape_eu_ets_daily
2018-07-05,18.0,,626.39,474.83,151.56,145.73,140.3,6820.2,8335.8,,icap_ape_eu_ets_daily
2018-07-06,18.17,,620.5,470.0,150.5,144.59,138.51,6772.5,8277.5,,icap_ape_eu_ets_daily
2018-07-09,18.52,,623.25,471.76,151.49,146.66,139.12,6817.05,8331.95,,icap_ape_eu_ets_daily
2018-07-10,18.87,,627.01,474.99,152.02,146.88,139.99,6840.9,8361.1,,icap_ape_eu_ets_daily
2018-07-12,18.95,,624.1,472.66,151.44,145.77,140.12,6814.8,8329.2,,icap_ape_eu_ets_daily
2018-07-13,18.46,,623.28,473.29,149.99,143.47,139.11,6749.55,8249.45,,icap_ape_eu_ets_daily
2018-07-16,18.86,,616.28,466.78,149.5,142.85,137.57,6727.5,8222.5,,icap_ape_eu_ets_daily
2018-07-17,18.55,,615.48,463.96,151.52,144.49,139.87,6818.4,8333.6,,icap_ape_eu_ets_daily
2018-07-18,18.71,,615.2,462.76,152.44,146.39,140.23,6859.8,8384.2,,icap_ape_eu_ets_daily
2018-07-19,19.23,,607.75,456.54,151.21,144.16,138.63,6804.45,8316.55,,icap_ape_eu_ets_daily
2018-07-20,19.75,,606.87,458.07,148.8,142.87,137.83,6696.0,8184.0,,icap_ape_eu_ets_daily
2018-07-23,20.1,,603.74,455.08,148.66,141.79,136.92,6689.7,8176.3,,icap_ape_eu_ets_daily
2018-07-24,20.39,,602.46,453.97,148.49,141.83,135.29,6682.05,8166.95,,icap_ape_eu_ets_daily
2018-07-26,19.85,,607.87,458.07,149.8,145.41,138.14,6741.0,8239.0,,icap_ape_eu_ets_daily
2018-07-27,19.76,,610.01,459.46,150.55,143.49,139.11,6774.75,8280.25,,icap_ape_eu_ets_daily
2018-07-30,19.75,,610.13,459.76,150.37,143.22,137.8,6766.65,8270.35,,icap_ape_eu_ets_daily
2018-07-31,19.71,,611.81,460.14,151.67,145.86,140.11,6825.15,8341.85,,icap_ape_eu_ets_daily
2018-08-01,20.07,,619.33,466.37,152.96,147.12,140.53,6883.2,8412.8,,icap_ape_eu_ets_daily
2018-08-02,20.3,,615.07,463.07,152.0,147.25,139.61,6840.0,8360.0,,icap_ape_eu_ets_daily
2018-08-03,20.35,,621.28,467.93,153.35,147.65,139.48,6900.75,8434.25,,icap_ape_eu_ets_daily
2018-08-06,20.35,,618.63,464.73,153.9,148.48,144.28,6925.5,8464.5,,icap_ape_eu_ets_daily
2018-08-07,20.18,,614.64,460.53,154.11,146.19,142.13,6934.95,8476.05,,icap_ape_eu_ets_daily
2018-08-09,20.18,,609.52,456.08,153.44,147.0,141.8,6904.8,8439.2,,icap_ape_eu_ets_daily
2018-08-10,20.46,,608.84,455.22,153.62,147.76,141.56,6912.9,8449.1,,icap_ape_eu_ets_daily
2018-08-13,20.71,,606.9,451.16,155.74,149.21,144.08,7008.3,8565.7,,icap_ape_eu_ets_daily
2018-08-14,20.82,,611.75,455.68,156.07,150.54,144.26,7023.15,8583.85,,icap_ape_eu_ets_daily
2018-08-16,20.79,,617.17,462.7,154.47,149.18,143.96,6951.15,8495.85,,icap_ape_eu_ets_daily
2018-08-17,20.9,,620.47,465.65,154.82,149.52,141.57,6966.9,8515.1,,icap_ape_eu_ets_daily
2018-08-20,21.02,,623.25,467.73,155.52,149.79,144.84,6998.4,8553.6,,icap_ape_eu_ets_daily
2018-08-21,21.42,,621.51,467.68,153.83,147.74,139.38,6922.35,8460.65,,icap_ape_eu_ets_daily
2018-08-23,23.16,,618.75,467.07,151.68,146.57,140.91,6825.6,8342.4,,icap_ape_eu_ets_daily
2018-08-24,23.73,,618.37,469.11,149.26,142.22,136.93,6716.7,8209.3,,icap_ape_eu_ets_daily
2018-08-28,24.6,,611.29,465.56,145.73,140.01,133.44,6557.85,8015.15,,icap_ape_eu_ets_daily
2018-08-29,24.14,,612.84,469.34,143.5,137.93,130.66,6457.5,7892.5,,icap_ape_eu_ets_daily
2018-08-30,24.36,,610.11,466.84,143.27,138.3,131.25,6447.15,7879.85,,icap_ape_eu_ets_daily
2018-08-31,24.38,,609.36,465.59,143.77,136.01,131.97,6469.65,7907.35,,icap_ape_eu_ets_daily
2018-09-03,23.84,,603.25,459.05,144.2,139.5,133.19,6489.0,7931.0,,icap_ape_eu_ets_daily
2018-09-04,23.9,,599.01,453.95,145.06,139.99,133.39,6527.7,7978.3,,icap_ape_eu_ets_daily
2018-09-07,26.24,,598.01,456.03,141.98,134.89,129.53,6389.1,7808.9,,icap_ape_eu_ets_daily
2018-09-10,28.97,,590.21,450.36,139.85,133.79,129.28,6293.25,7691.75,,icap_ape_eu_ets_daily
2018-09-11,28.16,,592.3,449.93,142.37,135.72,128.98,6406.65,7830.35,,icap_ape_eu_ets_daily
2018-09-12,27.69,,596.86,453.32,143.54,137.65,132.43,6459.3,7894.7,,icap_ape_eu_ets_daily
2018-09-13,25.53,,592.42,451.19,141.23,133.6,130.06,6355.35,7767.65,,icap_ape_eu_ets_daily
2018-09-14,22.75,,588.83,451.27,137.56,133.8,125.31,6190.2,7565.8,,icap_ape_eu_ets_daily
2018-09-17,24.02,,589.37,451.58,137.79,131.29,125.46,6200.55,7578.45,,icap_ape_eu_ets_daily
2018-09-18,24.19,,588.86,451.46,137.4,132.36,124.88,6183.0,7557.0,,icap_ape_eu_ets_daily
2018-09-20,25.42,,579.97,444.68,135.29,129.46,123.23,6088.05,7440.95,,icap_ape_eu_ets_daily
2018-09-24,26.1,,571.82,436.69,135.13,130.48,122.82,6080.85,7432.15,,icap_ape_eu_ets_daily
2018-09-25,25.53,,566.89,432.25,134.64,129.62,122.25,6058.8,7405.2,,icap_ape_eu_ets_daily
2018-09-26,23.78,,562.21,428.77,133.44,127.5,122.0,6004.8,7339.2,,icap_ape_eu_ets_daily
2018-09-27,23.17,,559.81,425.97,133.84,127.46,122.39,6022.8,7361.2,,icap_ape_eu_ets_daily
2018-09-28,23.67,,561.91,429.2,132.71,127.3,121.35,5971.95,7299.05,,icap_ape_eu_ets_daily
2018-10-01,23.77,,562.28,429.54,132.74,124.95,119.9,5973.3,7300.7,,icap_ape_eu_ets_daily
2018-10-02,24.63,,555.19,424.14,131.05,126.17,121.13,5897.25,7207.75,,icap_ape_eu_ets_daily
2018-10-04,24.29,,561.83,427.09,134.74,128.74,123.52,6063.3,7410.7,,icap_ape_eu_ets_daily
2018-10-05,24.28,,559.53,425.77,133.76,128.37,121.64,6019.2,7356.8,,icap_ape_eu_ets_daily
2018-10-08,25.37,,563.02,425.88,137.14,130.85,125.73,6171.3,7542.7,,icap_ape_eu_ets_daily
2018-10-09,24.48,,567.19,430.88,136.31,129.03,124.7,6133.95,7497.05,,icap_ape_eu_ets_daily
2018-10-10,23.4,,573.35,436.81,136.54,130.41,125.69,6144.3,7509.7,,icap_ape_eu_ets_daily
2018-10-11,21.33,,576.76,441.62,135.14,129.0,123.3,6081.3,7432.7,,icap_ape_eu_ets_daily
2018-10-12,22.91,,576.11,440.96,135.15,128.13,124.85,6081.75,7433.25,,icap_ape_eu_ets_daily
2018-10-15,23.0,,576.21,439.66,136.55,130.21,124.48,6144.75,7510.25,,icap_ape_eu_ets_daily
2018-10-16,20.56,,576.86,439.71,137.15,131.55,124.74,6171.75,7543.25,,icap_ape_eu_ets_daily
2018-10-18,21.28,,576.91,438.3,138.61,133.36,127.67,6237.45,7623.55,,icap_ape_eu_ets_daily
2018-10-19,22.01,,577.63,438.96,138.67,133.41,128.52,6240.15,7626.85,,icap_ape_eu_ets_daily
2018-10-22,21.93,,583.03,440.57,142.46,136.13,130.57,6410.7,7835.3,,icap_ape_eu_ets_daily
2018-10-23,21.25,,583.04,440.86,142.18,136.43,130.53,6398.1,7819.9,,icap_ape_eu_ets_daily
2018-10-24,21.93,,583.55,441.71,141.84,136.01,130.45,6382.8,7801.2,,icap_ape_eu_ets_daily
2018-10-25,21.5,,593.02,452.35,140.67,134.72,129.55,6330.15,7736.85,,icap_ape_eu_ets_daily
2018-10-26,21.8,,589.48,448.49,140.99,134.7,128.0,6344.55,7754.45,,icap_ape_eu_ets_daily
2018-10-29,20.57,,587.75,447.08,140.67,133.55,128.36,6330.15,7736.85,,icap_ape_eu_ets_daily
2018-10-30,19.37,,585.06,446.78,138.28,131.79,126.22,6222.6,7605.4,,icap_ape_eu_ets_daily
2018-11-01,18.02,,590.29,450.47,139.82,135.31,128.37,6291.9,7690.1,,icap_ape_eu_ets_daily
2018-11-02,18.36,,588.04,446.48,141.56,135.2,128.99,6370.2,7785.8,,icap_ape_eu_ets_daily
2018-11-05,18.64,,586.03,443.04,142.99,137.65,131.69,6434.55,7864.45,,icap_ape_eu_ets_daily
2018-11-06,19.31,,588.08,442.37,145.71,138.07,133.21,6556.95,8014.05,,icap_ape_eu_ets_daily
2018-11-07,20.74,,589.37,445.43,143.94,138.88,132.35,6477.3,7916.7,,icap_ape_eu_ets_daily
2018-11-08,22.23,,596.73,450.58,146.15,140.06,133.9,6576.75,8038.25,,icap_ape_eu_ets_daily
2018-11-09,21.88,,603.08,457.51,145.57,139.72,134.07,6550.65,8006.35,,icap_ape_eu_ets_daily
2018-11-12,22.75,,598.49,454.59,143.9,139.75,131.34,6475.5,7914.5,,icap_ape_eu_ets_daily
2018-11-13,22.46,,601.52,459.97,141.55,134.38,128.71,6369.75,7785.25,,icap_ape_eu_ets_daily
2018-11-15,20.98,,606.1,463.52,142.58,136.19,131.54,6416.1,7841.9,,icap_ape_eu_ets_daily
2018-11-19,20.95,,608.35,467.13,141.22,135.7,128.58,6354.9,7767.1,,icap_ape_eu_ets_daily
2018-11-20,22.05,,610.68,469.58,141.1,135.99,129.16,6349.5,7760.5,,icap_ape_eu_ets_daily
2018-11-21,22.85,,611.81,469.48,142.33,136.58,130.33,6404.85,7828.15,,icap_ape_eu_ets_daily
2018-11-22,23.07,,615.31,471.78,143.53,135.24,131.57,6458.85,7894.15,,icap_ape_eu_ets_daily
2018-11-26,22.4,,612.26,467.1,145.16,139.27,133.04,6532.2,7983.8,,icap_ape_eu_ets_daily
2018-11-27,22.47,,614.46,468.34,146.12,140.06,133.59,6575.4,8036.6,,icap_ape_eu_ets_daily
2018-11-29,21.99,,615.99,471.31,144.68,137.92,133.35,6510.6,7957.4,,icap_ape_eu_ets_daily
2018-12-03,23.36,,615.58,470.95,144.63,139.44,132.75,6508.35,7954.65,,icap_ape_eu_ets_daily
2018-12-04,23.17,,609.84,466.93,142.91,136.61,132.23,6430.95,7860.05,,icap_ape_eu_ets_daily
2018-12-05,23.01,,608.96,466.77,142.19,136.6,129.74,6398.55,7820.45,,icap_ape_eu_ets_daily
2018-12-06,21.12,,608.96,467.55,141.41,135.51,128.8,6363.45,7777.55,,icap_ape_eu_ets_daily
2018-12-10,22.51,,600.69,459.89,140.8,135.07,128.23,6336.0,7744.0,,icap_ape_eu_ets_daily
2018-12-11,23.65,,604.14,461.7,142.44,138.51,132.6,6409.8,7834.2,,icap_ape_eu_ets_daily
2018-12-13,24.91,,605.56,462.67,142.89,137.5,132.27,6430.05,7858.95,,icap_ape_eu_ets_daily
2018-12-17,26.64,,610.48,465.07,145.41,138.99,132.69,6543.45,7997.55,,icap_ape_eu_ets_daily
2019-01-07,26.27,,620.7,469.02,151.68,146.41,140.09,6825.6,8342.4,,icap_ape_eu_ets_daily
2019-01-08,25.57,,618.9,468.43,150.47,145.59,138.21,6771.15,8275.85,,icap_ape_eu_ets_daily
2019-01-10,24.43,,617.86,470.4,147.46,141.12,134.38,6635.7,8110.3,,icap_ape_eu_ets_daily
2019-01-14,25.06,,619.82,474.79,145.03,140.33,133.39,6526.35,7976.65,,icap_ape_eu_ets_daily
2019-01-15,25.74,,626.81,481.14,145.67,140.51,134.74,6555.15,8011.85,,icap_ape_eu_ets_daily
2019-01-16,26.04,,632.38,486.77,145.61,139.31,133.07,6552.45,8008.55,,icap_ape_eu_ets_daily
2019-01-17,26.89,,628.63,482.31,146.32,141.51,134.43,6584.4,8047.6,,icap_ape_eu_ets_daily
2019-01-21,27.65,,632.62,486.08,146.54,140.55,134.84,6594.3,8059.7,,icap_ape_eu_ets_daily
2019-01-22,27.88,,637.0,490.79,146.21,139.17,134.74,6579.45,8041.55,,icap_ape_eu_ets_daily
2019-01-24,28.08,,639.7,492.77,146.93,139.63,134.72,6611.85,8081.15,,icap_ape_eu_ets_daily
2019-01-28,26.27,,636.38,490.27,146.11,140.23,133.86,6574.95,8036.05,,icap_ape_eu_ets_daily
2019-01-29,25.61,,631.67,486.19,145.48,140.85,132.92,6546.6,8001.4,,icap_ape_eu_ets_daily
2019-01-30,26.15,,632.19,486.26,145.93,139.88,136.25,6566.85,8026.15,,icap_ape_eu_ets_daily
2019-01-31,25.46,,631.98,486.44,145.54,140.45,134.92,6549.3,8004.7,,icap_ape_eu_ets_daily
2019-02-01,24.27,,639.43,492.75,146.68,140.88,134.04,6600.6,8067.4,,icap_ape_eu_ets_daily
2019-02-04,24.27,,642.92,494.76,148.16,141.67,136.5,6667.2,8148.8,,icap_ape_eu_ets_daily
2019-02-05,26.03,,633.46,490.56,142.9,137.53,130.63,6430.5,7859.5,,icap_ape_eu_ets_daily
2019-02-07,27.02,,633.18,490.2,142.98,137.5,131.65,6434.1,7863.9,,icap_ape_eu_ets_daily
2019-02-08,26.43,,632.95,491.3,141.65,135.84,129.32,6374.25,7790.75,,icap_ape_eu_ets_daily
2019-02-11,24.75,,635.84,492.89,142.95,138.04,129.63,6432.75,7862.25,,icap_ape_eu_ets_daily
2019-02-12,24.64,,634.55,491.37,143.18,137.25,131.1,6443.1,7874.9,,icap_ape_eu_ets_daily
2019-02-13,22.71,,635.96,493.16,142.8,135.31,129.24,6426.0,7854.0,,icap_ape_eu_ets_daily
2019-02-14,23.68,,632.58,491.24,141.34,136.01,128.77,6360.3,7773.7,,icap_ape_eu_ets_daily
2019-02-15,22.69,,630.05,487.3,142.75,136.25,129.93,6423.75,7851.25,,icap_ape_eu_ets_daily
2019-02-18,22.86,,630.54,487.96,142.58,136.84,132.12,6416.1,7841.9,,icap_ape_eu_ets_daily
2019-02-19,23.0,,626.18,483.72,142.46,136.12,131.78,6410.7,7835.3,,icap_ape_eu_ets_daily
2019-02-21,22.53,,621.36,479.05,142.31,135.83,130.37,6403.95,7827.05,,icap_ape_eu_ets_daily
2019-02-22,20.83,,614.82,473.8,141.02,134.14,128.88,6345.9,7756.1,,icap_ape_eu_ets_daily
2019-02-25,21.14,,614.86,472.81,142.05,136.59,131.48,6392.25,7812.75,,icap_ape_eu_ets_daily
2019-02-26,22.25,,616.81,475.19,141.62,135.12,130.09,6372.9,7789.1,,icap_ape_eu_ets_daily
2019-02-27,23.05,,615.43,473.89,141.54,137.24,130.14,6369.3,7784.7,,icap_ape_eu_ets_daily
2019-02-28,23.72,,617.38,475.79,141.59,136.4,129.23,6371.55,7787.45,,icap_ape_eu_ets_daily
2019-03-01,24.09,,616.84,474.81,142.03,135.74,130.37,6391.35,7811.65,,icap_ape_eu_ets_daily
2019-03-04,25.0,,615.79,472.26,143.53,137.01,131.63,6458.85,7894.15,,icap_ape_eu_ets_daily
2019-03-05,25.84,,620.55,475.99,144.56,139.09,132.34,6505.2,7950.8,,icap_ape_eu_ets_daily
2019-03-07,24.9,,617.16,473.22,143.94,137.11,132.12,6477.3,7916.7,,icap_ape_eu_ets_daily
2019-03-08,25.86,,617.01,472.99,144.02,138.48,132.29,6480.9,7921.1,,icap_ape_eu_ets_daily
2019-03-11,25.54,,612.57,468.81,143.76,136.73,131.67,6469.2,7906.8,,icap_ape_eu_ets_daily
2019-03-12,25.41,,612.14,468.68,143.46,138.34,130.55,6455.7,7890.3,,icap_ape_eu_ets_daily
2019-03-13,24.84,,613.9,470.9,143.0,137.3,131.54,6435.0,7865.0,,icap_ape_eu_ets_daily
2019-03-14,25.13,,615.85,472.54,143.31,136.17,131.65,6448.95,7882.05,,icap_ape_eu_ets_daily
2019-03-15,25.74,,616.65,475.55,141.1,134.69,128.44,6349.5,7760.5,,icap_ape_eu_ets_daily
2019-03-18,24.3,,613.84,472.15,141.69,134.71,128.92,6376.05,7792.95,,icap_ape_eu_ets_daily
2019-03-19,24.13,,613.62,472.67,140.95,133.69,128.68,6342.75,7752.25,,icap_ape_eu_ets_daily
2019-03-21,23.85,,611.78,470.08,141.7,136.44,130.48,6376.5,7793.5,,icap_ape_eu_ets_daily
2019-03-22,23.33,,613.0,469.84,143.16,136.87,130.08,6442.2,7873.8,,icap_ape_eu_ets_daily
2019-03-25,23.28,,614.38,473.54,140.84,135.11,128.4,6337.8,7746.2,,icap_ape_eu_ets_daily
2019-03-26,23.93,,614.71,473.46,141.25,134.99,128.67,6356.25,7768.75,,icap_ape_eu_ets_daily
2019-03-27,24.24,,621.38,479.47,141.91,136.34,130.13,6385.95,7805.05,,icap_ape_eu_ets_daily
2019-03-28,24.36,,627.48,486.31,141.17,133.8,130.03,6352.65,7764.35,,icap_ape_eu_ets_daily
2019-03-29,24.67,,632.3,490.9,141.4,135.75,129.22,6363.0,7777.0,,icap_ape_eu_ets_daily
2019-04-01,23.67,,628.91,488.0,140.91,134.73,127.35,6340.95,7750.05,,icap_ape_eu_ets_daily
2019-04-02,24.05,,632.53,491.61,140.92,135.15,127.88,6341.4,7750.6,,icap_ape_eu_ets_daily
2019-04-04,26.58,,628.31,489.6,138.71,131.71,125.78,6241.95,7629.05,,icap_ape_eu_ets_daily
2019-04-05,27.16,,625.92,485.9,140.02,133.36,129.72,6300.9,7701.1,,icap_ape_eu_ets_daily
2019-04-08,27.05,,627.11,485.31,141.8,135.57,128.67,6381.0,7799.0,,icap_ape_eu_ets_daily
2019-04-09,28.32,,627.35,484.13,143.22,137.75,131.1,6444.9,7877.1,,icap_ape_eu_ets_daily
2019-04-10,29.46,,626.72,483.96,142.76,136.32,131.01,6424.2,7851.8,,icap_ape_eu_ets_daily
2019-04-11,29.08,,623.96,479.67,144.29,138.91,132.76,6493.05,7935.95,,icap_ape_eu_ets_daily
2019-04-12,30.03,,627.48,484.51,142.97,136.38,130.73,6433.65,7863.35,,icap_ape_eu_ets_daily
2019-04-15,30.34,,631.51,487.31,144.2,137.62,131.8,6489.0,7931.0,,icap_ape_eu_ets_daily
2019-04-16,30.12,,626.11,482.12,143.99,138.31,131.15,6479.55,7919.45,,icap_ape_eu_ets_daily
2019-04-18,30.25,,628.28,485.26,143.02,137.17,131.49,6435.9,7866.1,,icap_ape_eu_ets_daily
2019-04-23,30.53,,622.97,479.6,143.37,137.48,130.74,6451.65,7885.35,,icap_ape_eu_ets_daily
2019-04-24,30.37,,619.79,476.42,143.37,137.0,131.92,6451.65,7885.35,,icap_ape_eu_ets_daily
2019-04-25,30.86,,619.49,475.66,143.83,138.83,132.38,6472.35,7910.65,,icap_ape_eu_ets_daily
2019-04-26,30.11,,618.97,474.6,144.37,138.34,132.13,6496.65,7940.35,,icap_ape_eu_ets_daily
2019-04-29,29.01,,627.35,481.85,145.5,140.13,133.79,6547.5,8002.5,,icap_ape_eu_ets_daily
2019-04-30,29.05,,624.83,479.0,145.83,139.62,134.27,6562.35,8020.65,,icap_ape_eu_ets_daily
