Day,Month,Year,"VLSFO Fuel Oil, IMO 2020 Grade, 0.5%",Marine Gas Oil,"Intermdiate Fuel Oil, 180cSt","Intermdiate Fuel Oil, 380cSt"
02/23/2021,February,2021,514.5,570.0,,398.0
02/24/2021,February,2021,519.5,572.5,,398.5
02/25/2021,February,2021,526.0,579.5,,405.0
02/26/2021,February,2021,523.5,580.0,,404.5
03/01/2021,March,2021,520.5,577.5,,402.0
03/02/2021,March,2021,512.0,574.0,,395.5
03/03/2021,March,2021,511.5,570.0,,394.0
03/04/2021,March,2021,515.5,573.5,,397.5
03/05/2021,March,2021,528.0,582.0,,410.0
03/08/2021,March,2021,536.0,590.0,,419.5
03/09/2021,March,2021,532.0,588.0,,418.0
03/10/2021,March,2021,528.5,583.5,,413.0
03/11/2021,March,2021,532.5,588.0,,418.5
03/12/2021,March,2021,536.0,591.5,,421.0
03/15/2021,March,2021,536.5,593.5,,423.0
03/16/2021,March,2021,532.5,590.5,,419.5
03/17/2021,March,2021,531.5,589.5,,416.5
03/18/2021,March,2021,525.0,582.0,,412.5
03/19/2021,March,2021,510.5,573.5,,403.0
03/22/2021,March,2021,511.0,571.0,,403.5
03/23/2021,March,2021,505.0,568.0,,397.5
03/24/2021,March,2021,498.5,562.5,,391.5
03/25/2021,March,2021,496.0,558.5,,389.5
03/26/2021,March,2021,495.0,562.0,,390.5
03/29/2021,March,2021,500.0,563.5,,393.5
03/30/2021,March,2021,502.0,564.0,,396.0
03/31/2021,March,2021,499.5,561.0,,392.0
04/01/2021,April,2021,496.5,559.0,,389.0
04/02/2021,April,2021,499.0,559.0,,388.5
04/05/2021,April,2021,496.0,556.5,,388.0
04/06/2021,April,2021,496.0,557.0,,386.0
04/07/2021,April,2021,494.5,557.0,,381.0
04/08/2021,April,2021,494.5,557.5,,382.0
04/09/2021,April,2021,493.5,556.0,,381.0
04/12/2021,April,2021,496.0,558.0,,383.0
04/13/2021,April,2021,496.0,556.5,,383.0
04/14/2021,April,2021,502.0,562.0,,387.5
04/15/2021,April,2021,511.0,563.5,,394.0
04/16/2021,April,2021,514.5,575.0,,397.5
04/19/2021,April,2021,513.0,574.0,,398.5
04/20/2021,April,2021,513.5,575.5,,400.5
04/21/2021,April,2021,508.0,573.5,,399.0
04/22/2021,April,2021,506.5,570.0,,399.0
04/23/2021,April,2021,505.5,569.0,,398.5
04/26/2021,April,2021,505.0,569.0,,397.0
04/27/2021,April,2021,507.5,570.0,,397.5
04/28/2021,April,2021,510.0,572.5,,399.0
04/29/2021,April,2021,514.0,577.0,,401.5
04/30/2021,April,2021,514.5,575.5,,402.0
05/03/2021,May,2021,512.5,572.5,,402.0
05/04/2021,May,2021,518.0,581.5,,406.0
05/05/2021,May,2021,525.0,589.5,,412.0
05/06/2021,May,2021,523.5,591.5,,410.5
05/07/2021,May,2021,520.0,590.5,,409.5
05/10/2021,May,2021,524.5,592.0,,410.5
05/11/2021,May,2021,519.0,592.0,,408.0
05/12/2021,May,2021,523.0,595.5,,409.0
05/13/2021,May,2021,520.5,597.5,,406.5
05/14/2021,May,2021,515.5,594.0,,402.5
05/17/2021,May,2021,519.5,592.5,,404.5
05/18/2021,May,2021,522.0,599.0,,405.5
05/19/2021,May,2021,513.5,591.5,,403.0
05/20/2021,May,2021,509.5,586.0,,399.5
05/21/2021,May,2021,506.0,584.5,,398.0
05/24/2021,May,2021,511.0,586.5,,399.5
05/25/2021,May,2021,513.5,590.0,,402.5
05/26/2021,May,2021,515.0,592.0,,404.0
05/27/2021,May,2021,514.5,593.0,,403.5
05/28/2021,May,2021,520.0,596.0,,407.5
05/31/2021,May,2021,524.0,598.0,,408.5
06/01/2021,June,2021,529.0,600.0,,413.0
06/02/2021,June,2021,533.5,605.0,,415.5
06/03/2021,June,2021,537.0,611.0,,418.0
06/04/2021,June,2021,539.0,613.5,,421.0
06/07/2021,June,2021,540.0,616.5,,421.0
06/08/2021,June,2021,539.0,615.5,,417.5
06/09/2021,June,2021,541.5,617.0,,422.0
06/10/2021,June,2021,540.0,616.5,,420.5
06/11/2021,June,2021,541.5,617.0,,421.0
06/14/2021,June,2021,543.5,621.5,,423.5
06/15/2021,June,2021,543.5,624.0,,427.0
06/16/2021,June,2021,547.5,626.0,,427.5
06/17/2021,June,2021,549.0,626.5,,427.5
06/18/2021,June,2021,544.0,625.5,,424.0
06/21/2021,June,2021,547.5,627.5,,426.0
06/22/2021,June,2021,549.5,629.0,,428.5
06/23/2021,June,2021,553.0,633.5,,434.5
06/24/2021,June,2021,553.5,635.5,,435.5
06/25/2021,June,2021,555.0,636.0,,436.5
06/28/2021,June,2021,557.0,644.5,,439.0
06/29/2021,June,2021,553.5,638.0,,436.0
06/30/2021,June,2021,555.0,640.0,,438.5
07/01/2021,July,2021,558.5,641.5,,441.5
07/02/2021,July,2021,560.5,642.5,,444.0
07/05/2021,July,2021,564.0,647.0,,445.0
07/06/2021,July,2021,565.0,650.0,,446.0
07/07/2021,July,2021,559.5,649.0,,438.5
07/08/2021,July,2021,550.5,635.0,,434.0
07/09/2021,July,2021,555.5,638.5,,436.0
07/12/2021,July,2021,558.0,643.5,,440.0
07/13/2021,July,2021,559.0,644.0,,441.0
07/14/2021,July,2021,564.0,648.0,,444.0
07/15/2021,July,2021,557.0,644.5,,439.0
07/16/2021,July,2021,554.5,641.5,,435.5
07/19/2021,July,2021,548.0,631.0,,433.0
07/20/2021,July,2021,539.5,621.0,,426.5
07/21/2021,July,2021,538.5,616.0,,426.5
07/22/2021,July,2021,546.5,628.0,,432.5
07/23/2021,July,2021,549.5,631.0,,436.0
07/26/2021,July,2021,549.0,630.5,,437.5
07/27/2021,July,2021,552.5,634.0,,440.0
07/28/2021,July,2021,553.5,634.0,,440.5
07/29/2021,July,2021,557.5,638.5,,446.0
07/30/2021,July,2021,559.5,639.0,,448.0
08/02/2021,August,2021,558.5,639.5,,446.5
08/03/2021,August,2021,553.0,638.0,,443.5
08/04/2021,August,2021,547.0,631.0,,439.0
08/05/2021,August,2021,543.0,630.5,,437.5
08/06/2021,August,2021,544.0,630.5,,438.0
08/09/2021,August,2021,532.5,616.0,,429.0
08/10/2021,August,2021,533.0,611.5,,431.5
08/11/2021,August,2021,535.5,615.5,,435.0
08/12/2021,August,2021,540.0,618.0,,433.5
08/13/2021,August,2021,536.0,618.0,,434.5
08/16/2021,August,2021,532.5,615.0,,432.5
08/17/2021,August,2021,532.0,613.5,,431.0
08/18/2021,August,2021,528.5,613.0,,429.0
08/19/2021,August,2021,519.5,605.0,,422.5
08/20/2021,August,2021,513.5,597.5,,420.0
08/23/2021,August,2021,514.5,602.5,,422.0
08/24/2021,August,2021,528.0,611.5,,431.5
08/25/2021,August,2021,533.5,619.5,,439.0
08/26/2021,August,2021,537.0,623.0,,443.5
08/27/2021,August,2021,539.0,626.0,,445.5
08/30/2021,August,2021,542.0,629.0,,449.5
08/31/2021,August,2021,542.0,632.5,,449.0
09/01/2021,September,2021,544.5,632.0,,448.5
09/02/2021,September,2021,545.0,636.0,,448.0
09/03/2021,September,2021,547.5,641.0,,451.0
09/06/2021,September,2021,546.0,641.5,,449.5
09/07/2021,September,2021,547.5,637.0,,449.0
09/08/2021,September,2021,546.5,635.5,,451.5
09/09/2021,September,2021,548.0,635.0,,453.0
09/10/2021,September,2021,547.0,642.5,,454.5
09/13/2021,September,2021,552.0,643.5,,461.0
09/14/2021,September,2021,554.5,643.5,,456.5
09/15/2021,September,2021,558.0,647.0,,456.0
09/16/2021,September,2021,562.5,651.0,,464.5
09/17/2021,September,2021,563.0,653.0,,465.0
09/20/2021,September,2021,561.0,653.0,,465.0
09/21/2021,September,2021,561.5,652.5,,464.5
09/22/2021,September,2021,564.5,655.5,,468.5
09/23/2021,September,2021,569.5,660.5,,473.5
09/24/2021,September,2021,572.5,661.5,,478.5
09/27/2021,September,2021,580.0,676.0,,485.0
09/28/2021,September,2021,584.0,680.0,,492.0
09/29/2021,September,2021,581.5,680.5,,487.0
09/30/2021,September,2021,581.5,682.5,,489.0
10/01/2021,October,2021,583.5,686.0,,490.0
10/04/2021,October,2021,589.5,696.5,,495.0
10/05/2021,October,2021,596.5,709.0,,507.0
10/06/2021,October,2021,601.0,718.5,,514.5
10/07/2021,October,2021,598.5,718.5,,513.5
10/08/2021,October,2021,606.5,726.0,,516.0
10/11/2021,October,2021,613.5,736.0,,521.5
10/12/2021,October,2021,618.5,742.0,,525.0
10/13/2021,October,2021,617.5,741.0,,525.0
10/14/2021,October,2021,625.0,743.5,,524.0
10/15/2021,October,2021,628.5,749.0,,529.5
10/18/2021,October,2021,632.0,756.5,,532.5
10/19/2021,October,2021,630.5,755.0,,528.5
10/20/2021,October,2021,633.0,755.0,,530.5
10/21/2021,October,2021,638.5,754.5,,531.0
10/22/2021,October,2021,636.0,751.5,,528.5
10/25/2021,October,2021,640.5,754.5,,529.5
10/26/2021,October,2021,641.5,761.0,,524.5
10/27/2021,October,2021,641.0,758.5,,522.0
10/28/2021,October,2021,629.5,757.0,,514.0
10/29/2021,October,2021,634.0,754.0,,515.0
11/01/2021,November,2021,635.5,758.5,,513.5
11/02/2021,November,2021,633.5,758.5,,513.0
11/03/2021,November,2021,629.0,751.5,,505.5
11/04/2021,November,2021,623.0,745.5,,501.5
11/05/2021,November,2021,617.5,747.0,,498.5
11/08/2021,November,2021,629.0,753.0,,504.5
11/09/2021,November,2021,630.5,756.5,,502.5
11/10/2021,November,2021,639.0,761.0,,505.5
11/11/2021,November,2021,630.0,754.5,,498.0
11/12/2021,November,2021,629.0,751.0,,494.0
11/15/2021,November,2021,624.5,745.5,,488.5
11/16/2021,November,2021,627.0,741.0,,495.0
11/17/2021,November,2021,624.5,739.0,,493.5
11/18/2021,November,2021,617.5,733.5,,489.0
11/19/2021,November,2021,619.5,734.0,,491.0
11/22/2021,November,2021,611.0,725.5,,487.0
11/23/2021,November,2021,613.0,726.0,,487.5
11/24/2021,November,2021,623.5,732.0,,496.0
11/25/2021,November,2021,627.0,737.0,,494.0
11/26/2021,November,2021,618.0,720.0,,491.0
11/29/2021,November,2021,594.5,704.0,,474.5
11/30/2021,November,2021,585.5,691.0,,455.5
12/01/2021,December,2021,587.0,685.5,,461.0
12/02/2021,December,2021,580.5,683.0,,443.5
12/03/2021,December,2021,591.0,682.0,,449.5
12/06/2021,December,2021,587.5,685.5,,447.5
12/07/2021,December,2021,595.5,690.0,,456.5
12/08/2021,December,2021,597.5,702.0,,460.5
12/09/2021,December,2021,602.0,704.5,,470.0
12/10/2021,December,2021,600.0,704.5,,468.0
12/13/2021,December,2021,604.0,702.0,,469.5
12/14/2021,December,2021,604.5,702.5,,467.0
12/15/2021,December,2021,601.0,697.5,,464.5
12/16/2021,December,2021,603.5,697.0,,468.5
12/17/2021,December,2021,605.5,699.0,,468.5
12/20/2021,December,2021,593.5,688.0,,463.5
12/21/2021,December,2021,595.5,692.0,,467.5
12/22/2021,December,2021,601.5,696.0,,470.5
12/23/2021,December,2021,609.5,710.5,,478.0
12/24/2021,December,2021,611.0,706.5,,474.5
12/27/2021,December,2021,612.0,706.0,,475.5
12/28/2021,December,2021,625.0,721.0,,486.0
12/29/2021,December,2021,627.5,718.0,,482.5
12/30/2021,December,2021,633.5,722.5,,480.5
12/31/2021,December,2021,633.5,722.5,,480.5
01/03/2022,January,2022,628.5,727.0,,482.0
01/04/2022,January,2022,631.5,732.5,,485.0
01/05/2022,January,2022,634.5,737.0,,492.0
01/06/2022,January,2022,636.5,742.0,,496.0
01/07/2022,January,2022,641.5,755.5,,500.5
01/10/2022,January,2022,642.5,753.0,,500.0
01/11/2022,January,2022,647.0,759.5,,502.0
01/12/2022,January,2022,660.0,780.0,,510.5
01/13/2022,January,2022,663.5,780.0,,517.5
01/14/2022,January,2022,667.5,791.0,,521.0
01/17/2022,January,2022,676.0,800.0,,536.5
01/18/2022,January,2022,686.0,801.5,,530.0
01/19/2022,January,2022,691.5,813.0,,538.5
01/20/2022,January,2022,694.5,812.5,,541.0
01/21/2022,January,2022,693.5,809.5,,539.0
01/24/2022,January,2022,692.5,812.5,,540.5
01/25/2022,January,2022,691.0,814.5,,540.5
01/26/2022,January,2022,693.0,822.5,,547.5
01/27/2022,January,2022,699.5,831.0,,554.5
01/28/2022,January,2022,703.0,839.5,,555.5
01/31/2022,January,2022,706.0,841.0,,557.5
02/01/2022,February,2022,705.0,840.5,,559.0
02/02/2022,February,2022,708.0,843.5,,556.0
02/03/2022,February,2022,717.0,845.5,,557.5
02/04/2022,February,2022,731.5,853.5,,563.5
02/07/2022,February,2022,734.0,867.5,,565.5
02/08/2022,February,2022,729.5,859.5,,562.5
02/09/2022,February,2022,726.0,858.0,,561.0
02/10/2022,February,2022,729.0,855.5,,562.0
02/11/2022,February,2022,732.5,865.0,,562.0
02/14/2022,February,2022,745.0,880.0,,569.5
02/15/2022,February,2022,745.0,883.0,,571.0
02/16/2022,February,2022,743.5,880.5,,572.0
02/17/2022,February,2022,737.5,871.0,,564.5
02/18/2022,February,2022,737.0,867.5,,562.5
02/21/2022,February,2022,740.0,866.5,,567.5
02/22/2022,February,2022,754.5,882.5,,581.0
02/23/2022,February,2022,752.0,884.5,,579.5
02/24/2022,February,2022,774.0,904.5,,597.0
02/25/2022,February,2022,772.5,908.5,,590.0
02/28/2022,February,2022,781.5,912.5,,591.5
03/01/2022,March,2022,800.5,930.5,,602.5
03/02/2022,March,2022,841.0,985.5,,625.5
03/03/2022,March,2022,882.5,1039.5,,649.0
03/04/2022,March,2022,888.5,1056.0,,653.0
03/07/2022,March,2022,962.5,1171.5,,714.5
03/08/2022,March,2022,987.0,1180.0,,724.0
03/09/2022,March,2022,1040.5,1210.0,,749.5
03/10/2022,March,2022,995.5,1178.5,,720.5
03/11/2022,March,2022,958.5,1121.0,,701.5
03/14/2022,March,2022,952.0,1115.0,,701.5
03/15/2022,March,2022,899.5,1070.0,,685.0
03/16/2022,March,2022,878.0,1046.5,,672.5
03/17/2022,March,2022,875.0,1071.5,,666.5
03/18/2022,March,2022,902.0,1081.5,,675.5
03/21/2022,March,2022,923.5,1141.5,,688.0
03/22/2022,March,2022,938.0,1167.5,,706.0
03/23/2022,March,2022,943.0,1121.0,,719.0
03/24/2022,March,2022,966.0,1212.0,,741.0
03/25/2022,March,2022,953.5,1210.0,,726.5
03/28/2022,March,2022,953.5,1198.0,,729.5
03/29/2022,March,2022,938.5,1184.5,,717.5
03/30/2022,March,2022,929.5,1173.5,,715.5
03/31/2022,March,2022,915.5,1177.5,,716.0
04/01/2022,April,2022,904.5,1158.0,,706.0
04/04/2022,April,2022,909.5,1180.5,,711.0
04/05/2022,April,2022,919.5,1193.0,,722.0
04/06/2022,April,2022,919.5,1188.0,,712.5
04/07/2022,April,2022,891.5,1154.5,,696.5
04/08/2022,April,2022,887.5,1148.0,,688.5
04/11/2022,April,2022,884.0,1149.5,,693.0
04/12/2022,April,2022,887.5,1161.0,,699.5
04/13/2022,April,2022,908.5,1190.5,,727.0
04/14/2022,April,2022,917.0,1225.0,,734.0
04/15/2022,April,2022,927.0,1226.5,,736.5
04/18/2022,April,2022,928.5,1236.0,,741.0
04/19/2022,April,2022,931.5,1258.5,,746.0
04/20/2022,April,2022,928.5,1238.5,,741.0
04/21/2022,April,2022,921.5,1253.0,,742.5
04/22/2022,April,2022,919.0,1242.5,,742.5
04/25/2022,April,2022,890.0,1223.0,,726.5
04/26/2022,April,2022,886.5,1228.5,,712.0
04/27/2022,April,2022,901.0,1259.5,,738.0
04/28/2022,April,2022,903.5,1274.5,,743.0
04/29/2022,April,2022,924.5,1307.5,,747.5
05/02/2022,May,2022,920.5,1298.5,,751.0
05/03/2022,May,2022,928.5,1302.0,,757.5
05/04/2022,May,2022,925.0,1325.5,,761.5
05/05/2022,May,2022,935.0,1346.0,,769.5
05/06/2022,May,2022,933.5,1340.0,,759.5
05/09/2022,May,2022,932.0,1303.0,,756.5
05/10/2022,May,2022,907.5,1299.0,,737.0
05/11/2022,May,2022,902.0,1290.5,,726.5
05/12/2022,May,2022,902.0,1280.5,,722.0
05/13/2022,May,2022,918.5,1286.5,,730.0
05/16/2022,May,2022,935.0,1286.0,,734.0
05/17/2022,May,2022,949.0,1278.0,,746.0
05/18/2022,May,2022,959.5,1277.5,,742.5
05/19/2022,May,2022,949.0,1248.5,,725.5
05/20/2022,May,2022,950.0,1243.5,,734.5
05/23/2022,May,2022,958.5,1253.0,,734.5
05/24/2022,May,2022,960.0,1249.0,,734.0
05/25/2022,May,2022,974.0,1254.0,,740.0
05/26/2022,May,2022,975.5,1267.5,,736.5
05/27/2022,May,2022,1000.5,1275.0,,745.0
05/30/2022,May,2022,1023.5,1285.5,,743.5
05/31/2022,May,2022,1030.5,1322.0,,744.0
06/01/2022,June,2022,1042.0,1317.5,,741.5
06/02/2022,June,2022,1038.5,1326.5,,731.5
06/03/2022,June,2022,1067.5,1375.0,,741.0
06/06/2022,June,2022,1083.5,1374.0,,738.5
06/07/2022,June,2022,1100.0,1386.0,,732.0
06/08/2022,June,2022,1119.5,1408.5,,732.5
06/09/2022,June,2022,1118.5,1404.0,,731.5
06/10/2022,June,2022,1122.5,1421.0,,730.0
06/13/2022,June,2022,1109.0,1405.0,,729.0
06/14/2022,June,2022,1125.5,1410.5,,739.0
06/15/2022,June,2022,1104.5,1414.0,,730.0
06/16/2022,June,2022,1097.5,1410.5,,729.5
06/17/2022,June,2022,1095.0,1430.0,,723.5
06/20/2022,June,2022,1076.5,1413.0,,699.0
06/21/2022,June,2022,1087.5,1422.5,,704.5
06/22/2022,June,2022,1080.0,1417.5,,694.5
06/23/2022,June,2022,1066.5,1411.0,,689.0
06/24/2022,June,2022,1065.5,1422.5,,694.5
06/27/2022,June,2022,1069.5,1411.0,,690.0
06/28/2022,June,2022,1081.5,1431.5,,697.5
06/29/2022,June,2022,1085.5,1399.5,,700.0
06/30/2022,June,2022,1077.5,1356.0,,688.0
07/01/2022,July,2022,1072.0,1386.5,,681.0
07/04/2022,July,2022,1077.5,1369.0,,670.5
07/05/2022,July,2022,1081.0,1343.5,,660.5
07/06/2022,July,2022,1027.5,1287.5,,623.5
07/07/2022,July,2022,997.0,1270.0,,616.5
07/08/2022,July,2022,1020.5,1283.5,,624.0
07/11/2022,July,2022,1009.5,1309.0,,626.5
07/12/2022,July,2022,995.0,1269.0,,616.0
07/13/2022,July,2022,968.5,1242.0,,591.0
07/14/2022,July,2022,960.0,1257.0,,577.0
07/15/2022,July,2022,957.0,1241.5,,575.5
07/18/2022,July,2022,966.0,1251.5,,590.0
07/19/2022,July,2022,968.5,1247.0,,591.0
07/20/2022,July,2022,963.5,1242.5,,594.0
07/21/2022,July,2022,942.0,1223.0,,591.0
07/22/2022,July,2022,925.5,1205.0,,588.0
07/25/2022,July,2022,911.0,1197.0,,584.5
07/26/2022,July,2022,917.5,1196.0,,585.5
07/27/2022,July,2022,906.0,1208.5,,575.0
07/28/2022,July,2022,916.5,1217.0,,586.0
07/29/2022,July,2022,914.5,1205.5,,584.0
08/01/2022,August,2022,901.5,1194.0,,584.0
08/02/2022,August,2022,869.5,1162.0,,580.0
08/03/2022,August,2022,864.5,1155.0,,580.5
08/04/2022,August,2022,844.5,1146.0,,571.0
08/05/2022,August,2022,819.0,1132.5,,568.0
08/08/2022,August,2022,813.0,1115.0,,561.0
08/09/2022,August,2022,814.5,1119.0,,568.0
08/10/2022,August,2022,807.5,1122.5,,567.0
08/11/2022,August,2022,822.0,1128.5,,583.0
08/12/2022,August,2022,829.5,1137.0,,589.0
08/15/2022,August,2022,813.5,1141.5,,587.0
08/16/2022,August,2022,797.0,1137.0,,574.5
08/17/2022,August,2022,792.0,1134.5,,567.0
08/18/2022,August,2022,797.0,1141.5,,572.0
08/19/2022,August,2022,800.0,1142.0,,571.5
08/22/2022,August,2022,797.5,1151.5,,568.0
08/23/2022,August,2022,804.0,1174.0,,570.5
08/24/2022,August,2022,813.5,1204.0,,577.0
08/25/2022,August,2022,821.5,1237.5,,576.5
08/26/2022,August,2022,823.5,1252.5,,575.5
08/29/2022,August,2022,823.5,1238.0,,573.0
08/30/2022,August,2022,822.0,1234.5,,573.0
08/31/2022,August,2022,797.0,1214.0,,546.5
09/01/2022,September,2022,770.5,1173.5,,526.5
09/02/2022,September,2022,761.0,1170.0,,528.5
09/05/2022,September,2022,773.5,1185.0,,529.5
09/06/2022,September,2022,777.5,1188.0,,522.0
09/07/2022,September,2022,757.5,1168.5,,512.0
09/08/2022,September,2022,740.5,1164.0,,492.5
09/09/2022,September,2022,741.5,1164.0,,490.5
09/12/2022,September,2022,754.5,1164.0,,502.5
09/13/2022,September,2022,765.5,1164.5,,502.0
09/14/2022,September,2022,755.0,1139.0,,498.0
09/15/2022,September,2022,751.5,1110.0,,496.0
09/16/2022,September,2022,740.0,1087.0,,491.5
09/19/2022,September,2022,736.5,1081.0,797.0,486.0
09/20/2022,September,2022,741.0,1095.5,822.0,484.0
09/21/2022,September,2022,744.0,1090.5,823.5,482.0
09/22/2022,September,2022,739.5,1097.0,823.5,482.0
09/23/2022,September,2022,737.5,1094.0,821.5,481.0
09/26/2022,September,2022,716.5,1062.0,,470.5
09/27/2022,September,2022,702.5,1049.5,,469.0
09/28/2022,September,2022,711.5,1059.5,,464.0
09/29/2022,September,2022,721.5,1079.5,,470.0
09/30/2022,September,2022,725.0,1079.5,,460.5
10/03/2022,October,2022,722.0,1079.5,,463.0
10/04/2022,October,2022,728.5,1105.0,,477.5
10/05/2022,October,2022,744.5,1139.5,,481.0
10/06/2022,October,2022,757.5,1153.5,,492.0
10/07/2022,October,2022,768.5,1192.5,,498.0
10/10/2022,October,2022,786.5,1228.0,,514.0
10/11/2022,October,2022,773.0,1197.5,,497.5
10/12/2022,October,2022,763.0,1199.5,,489.5
10/13/2022,October,2022,761.0,1199.0,,478.0
10/14/2022,October,2022,760.5,1201.0,,481.0
10/17/2022,October,2022,755.0,1192.0,,471.0
10/18/2022,October,2022,753.0,1189.5,,470.0
10/19/2022,October,2022,747.0,1177.5,,470.0
10/20/2022,October,2022,751.5,1168.5,,480.5
10/21/2022,October,2022,740.0,1146.0,,480.5
10/24/2022,October,2022,744.5,1171.0,,475.0
10/25/2022,October,2022,742.5,1169.5,,468.5
10/26/2022,October,2022,740.0,1167.5,,471.5
10/27/2022,October,2022,746.0,1174.0,,474.5
10/28/2022,October,2022,748.5,1179.5,,479.0
10/31/2022,October,2022,739.5,1169.5,,471.5
11/01/2022,November,2022,735.5,1149.5,,478.0
11/02/2022,November,2022,733.5,1142.5,,481.5
11/03/2022,November,2022,731.5,1148.0,,482.5
11/04/2022,November,2022,741.5,1159.5,,484.5
11/07/2022,November,2022,746.5,1162.0,,495.5
11/08/2022,November,2022,747.0,1157.5,,498.0
11/09/2022,November,2022,738.0,1138.0,,489.5
11/10/2022,November,2022,729.0,1127.5,,487.5
11/11/2022,November,2022,738.0,1123.5,,497.0
11/14/2022,November,2022,738.0,1123.0,,500.0
11/15/2022,November,2022,718.0,1103.5,,495.0
11/16/2022,November,2022,724.5,1115.5,,500.0
11/17/2022,November,2022,708.0,1103.5,,493.5
11/18/2022,November,2022,692.5,1087.0,,489.0
11/21/2022,November,2022,687.5,1067.5,,484.0
11/22/2022,November,2022,689.0,1067.5,,482.5
11/23/2022,November,2022,693.5,1066.0,,485.0
11/24/2022,November,2022,678.0,1058.5,,470.5
11/25/2022,November,2022,686.0,1051.5,,477.0
11/28/2022,November,2022,670.0,1024.5,,462.5
11/29/2022,November,2022,676.0,1025.5,,459.0
11/30/2022,November,2022,680.5,1032.0,,460.5
12/01/2022,December,2022,686.5,1043.5,,453.0
12/02/2022,December,2022,685.5,1037.0,,457.0
12/05/2022,December,2022,684.5,1029.0,,456.5
12/06/2022,December,2022,669.5,1012.5,,447.0
12/07/2022,December,2022,648.5,966.0,,436.0
12/08/2022,December,2022,635.0,954.5,,436.0
12/09/2022,December,2022,633.0,973.5,,441.5
12/12/2022,December,2022,631.0,967.0,,434.0
12/13/2022,December,2022,636.0,974.5,,446.0
12/14/2022,December,2022,639.5,991.5,,445.0
12/15/2022,December,2022,642.5,1002.5,,448.5
12/16/2022,December,2022,640.0,997.0,,441.0
12/19/2022,December,2022,635.0,996.5,,442.5
12/20/2022,December,2022,633.0,983.5,,450.5
12/21/2022,December,2022,629.5,988.5,,453.5
12/22/2022,December,2022,634.5,989.0,,464.0
12/23/2022,December,2022,639.5,988.0,,466.0
12/26/2022,December,2022,640.5,989.0,,466.0
12/27/2022,December,2022,651.0,995.0,,474.5
12/28/2022,December,2022,649.5,1017.5,,460.5
12/29/2022,December,2022,642.0,1013.5,,460.0
12/30/2022,December,2022,645.5,1021.0,,459.0
01/02/2023,January,2023,647.0,1019.5,,458.5
01/03/2023,January,2023,645.0,1018.5,,461.5
01/04/2023,January,2023,631.5,992.0,,448.5
01/05/2023,January,2023,624.5,988.0,,439.5
01/06/2023,January,2023,619.5,979.0,,434.5
01/09/2023,January,2023,624.5,988.0,,435.5
01/10/2023,January,2023,626.0,982.5,,436.0
01/11/2023,January,2023,631.0,991.0,,436.5
01/12/2023,January,2023,647.0,1005.5,,446.5
01/13/2023,January,2023,659.0,1022.5,,447.0
01/16/2023,January,2023,663.0,1031.5,,452.0
01/17/2023,January,2023,668.5,1031.5,,456.0
01/18/2023,January,2023,676.5,1038.0,,459.5
01/19/2023,January,2023,674.5,1033.0,,462.5
01/20/2023,January,2023,687.5,1051.0,,466.5
01/23/2023,January,2023,695.5,1059.5,,472.0
01/24/2023,January,2023,698.0,1069.0,,472.0
01/25/2023,January,2023,699.5,1063.0,,471.5
01/26/2023,January,2023,700.0,1055.0,,470.0
01/27/2023,January,2023,706.5,1060.5,,473.0
01/30/2023,January,2023,697.5,1049.5,,468.5
01/31/2023,January,2023,690.0,1034.0,,461.0
02/01/2023,February,2023,703.5,1026.5,,464.5
02/02/2023,February,2023,688.5,1017.0,,462.0
02/03/2023,February,2023,679.0,997.0,,448.0
02/06/2023,February,2023,665.5,977.0,,426.0
02/07/2023,February,2023,667.5,957.5,,434.0
02/08/2023,February,2023,674.0,967.5,,449.0
02/09/2023,February,2023,682.0,966.5,,453.0
02/10/2023,February,2023,678.5,955.0,,454.5
02/13/2023,February,2023,681.0,960.5,,458.5
02/14/2023,February,2023,680.5,963.5,,458.5
02/15/2023,February,2023,675.5,957.0,,455.5
02/16/2023,February,2023,672.0,945.0,,458.0
02/17/2023,February,2023,660.0,934.5,,458.0
02/20/2023,February,2023,654.0,931.0,,456.5
02/21/2023,February,2023,650.5,932.5,,460.0
02/22/2023,February,2023,641.5,925.5,,455.5
02/23/2023,February,2023,633.0,913.0,,450.5
02/24/2023,February,2023,638.0,912.5,,456.0
02/27/2023,February,2023,641.0,925.5,,451.5
02/28/2023,February,2023,639.0,921.5,,452.5
03/01/2023,March,2023,645.0,932.0,,463.0
03/02/2023,March,2023,649.5,937.0,,469.0
03/03/2023,March,2023,648.0,935.0,,468.0
03/06/2023,March,2023,649.5,941.5,,475.0
03/07/2023,March,2023,654.0,934.0,,482.0
03/08/2023,March,2023,643.0,913.0,,476.0
03/09/2023,March,2023,636.5,905.0,,477.5
03/10/2023,March,2023,632.5,895.5,,467.5
03/13/2023,March,2023,633.5,903.5,,474.0
03/14/2023,March,2023,623.0,897.5,,470.0
03/15/2023,March,2023,613.0,887.0,,463.0
03/16/2023,March,2023,598.0,870.5,,452.5
03/17/2023,March,2023,603.0,880.5,,465.0
03/20/2023,March,2023,593.0,875.0,,456.0
03/21/2023,March,2023,593.0,869.5,,460.5
03/22/2023,March,2023,599.0,875.0,,463.0
03/23/2023,March,2023,603.0,876.0,,465.0
03/24/2023,March,2023,600.0,868.5,,463.0
03/27/2023,March,2023,598.5,869.5,,464.5
