period,report_date,report_year,chart_series,panel,period_label,value_usd_per_day,is_latest,source_file
2025-02,2025-06-23,2025,1y_tc,LR2 1y TC,Feb-25,31500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,1y_tc,LR2 1y TC,Mar-25,31000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,1y_tc,LR2 1y TC,Apr-25,30800,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,1y_tc,LR2 1y TC,May-25,31500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2019-10,2021-10-18,2021,1y_tc,MR2 1y TC,Oct-19,16000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,1y_tc,MR2 1y TC,Jan-20,16000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,1y_tc,MR2 1y TC,Apr-20,16000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,1y_tc,MR2 1y TC,Jul-20,15000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,1y_tc,MR2 1y TC,Oct-20,14000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,1y_tc,MR2 1y TC,Nov-20,14700,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,1y_tc,MR2 1y TC,Jan-21,12000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,1y_tc,MR2 1y TC,Jan-21,13100,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,1y_tc,MR2 1y TC,Mar-21,14500,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,1y_tc,MR2 1y TC,Apr-21,13000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-05,2022-07-01,2022,1y_tc,MR2 1y TC,May-21,14600,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,1y_tc,MR2 1y TC,Jul-21,12000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,1y_tc,MR2 1y TC,Jul-21,14000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,1y_tc,MR2 1y TC,Sep-21,14000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-10,2021-10-18,2021,1y_tc,MR2 1y TC,Oct-21,13000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,1y_tc,MR2 1y TC,Oct-21,14000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,1y_tc,MR2 1y TC,Nov-21,15000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,1y_tc,MR2 1y TC,Nov-21,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,1y_tc,MR2 1y TC,Dec-21,15500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,1y_tc,MR2 1y TC,Jan-22,15500,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,1y_tc,MR2 1y TC,Jan-22,15500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,1y_tc,MR2 1y TC,Feb-22,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-03,2022-07-01,2022,1y_tc,MR2 1y TC,Mar-22,16000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,1y_tc,MR2 1y TC,Mar-22,14500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,1y_tc,MR2 1y TC,Apr-22,16000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,1y_tc,MR2 1y TC,May-22,20000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,1y_tc,MR2 1y TC,May-22,18500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,1y_tc,MR2 1y TC,Jun-22,20500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,1y_tc,MR2 1y TC,Jul-22,24600,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,1y_tc,MR2 1y TC,Jul-22,24500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-08,2023-06-26,2023,1y_tc,MR2 1y TC,Aug-22,24000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,1y_tc,MR2 1y TC,Sep-22,28500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,1y_tc,MR2 1y TC,Oct-22,26000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,1y_tc,MR2 1y TC,Nov-22,32500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,1y_tc,MR2 1y TC,Dec-22,32500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-01,2023-06-26,2023,1y_tc,MR2 1y TC,Jan-23,35000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,1y_tc,MR2 1y TC,Feb-23,31500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,1y_tc,MR2 1y TC,Mar-23,34500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,1y_tc,MR2 1y TC,Apr-23,34000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,1y_tc,MR2 1y TC,May-23,29000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,1y_tc,MR2 1y TC,May-23,31000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-06,2023-06-26,2023,1y_tc,MR2 1y TC,Jun-23,29500,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,1y_tc,MR2 1y TC,Jun-23,29000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,1y_tc,MR2 1y TC,Jul-23,29000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,1y_tc,MR2 1y TC,Aug-23,27000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,1y_tc,MR2 1y TC,Sep-23,28000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,1y_tc,MR2 1y TC,Oct-23,28500,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-11,2024-07-01,2024,1y_tc,MR2 1y TC,Nov-23,28500,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,1y_tc,MR2 1y TC,Dec-23,30000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,1y_tc,MR2 1y TC,Jan-24,31000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,1y_tc,MR2 1y TC,Feb-24,33000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,1y_tc,MR2 1y TC,Mar-24,32000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-04,2024-07-01,2024,1y_tc,MR2 1y TC,Apr-24,32500,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,1y_tc,MR2 1y TC,May-24,34500,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,1y_tc,MR2 1y TC,Jun-24,34000,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,1y_tc,MR2 1y TC,Jun-24,34500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,1y_tc,MR2 1y TC,Jul-24,34000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,1y_tc,MR2 1y TC,Aug-24,33000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-09,2025-06-23,2025,1y_tc,MR2 1y TC,Sep-24,29500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,1y_tc,MR2 1y TC,Oct-24,29000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,1y_tc,MR2 1y TC,Nov-24,24500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,1y_tc,MR2 1y TC,Dec-24,21000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,1y_tc,MR2 1y TC,Jan-25,22000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-02,2025-06-23,2025,1y_tc,MR2 1y TC,Feb-25,21500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,1y_tc,MR2 1y TC,Mar-25,21500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,1y_tc,MR2 1y TC,Apr-25,21500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,1y_tc,MR2 1y TC,May-25,20500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2019-10,2021-10-18,2021,1y_tc,Suezmax 1y TC,Oct-19,27000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,1y_tc,Suezmax 1y TC,Jan-20,33000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,1y_tc,Suezmax 1y TC,Apr-20,40000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,1y_tc,Suezmax 1y TC,Jul-20,27000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,1y_tc,Suezmax 1y TC,Oct-20,19000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,1y_tc,Suezmax 1y TC,Nov-20,20200,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,1y_tc,Suezmax 1y TC,Jan-21,17000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,1y_tc,Suezmax 1y TC,Jan-21,19500,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,1y_tc,Suezmax 1y TC,Mar-21,19500,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,1y_tc,Suezmax 1y TC,Apr-21,17000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-05,2022-07-01,2022,1y_tc,Suezmax 1y TC,May-21,20000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,1y_tc,Suezmax 1y TC,Jul-21,16000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,1y_tc,Suezmax 1y TC,Jul-21,20000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,1y_tc,Suezmax 1y TC,Sep-21,19700,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-10,2021-10-18,2021,1y_tc,Suezmax 1y TC,Oct-21,16000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,1y_tc,Suezmax 1y TC,Oct-21,21000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,1y_tc,Suezmax 1y TC,Nov-21,21000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,1y_tc,Suezmax 1y TC,Nov-21,21000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,1y_tc,Suezmax 1y TC,Dec-21,21000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,1y_tc,Suezmax 1y TC,Jan-22,19500,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,1y_tc,Suezmax 1y TC,Jan-22,20500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,1y_tc,Suezmax 1y TC,Feb-22,19500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-03,2022-07-01,2022,1y_tc,Suezmax 1y TC,Mar-22,18500,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,1y_tc,Suezmax 1y TC,Mar-22,25000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,1y_tc,Suezmax 1y TC,Apr-22,25000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,1y_tc,Suezmax 1y TC,May-22,26000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,1y_tc,Suezmax 1y TC,May-22,26500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,1y_tc,Suezmax 1y TC,Jun-22,26500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,1y_tc,Suezmax 1y TC,Jul-22,26500,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,1y_tc,Suezmax 1y TC,Jul-22,27500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-08,2023-06-26,2023,1y_tc,Suezmax 1y TC,Aug-22,31500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,1y_tc,Suezmax 1y TC,Sep-22,31500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,1y_tc,Suezmax 1y TC,Oct-22,38500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,1y_tc,Suezmax 1y TC,Nov-22,45000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,1y_tc,Suezmax 1y TC,Dec-22,46500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-01,2023-06-26,2023,1y_tc,Suezmax 1y TC,Jan-23,49500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,1y_tc,Suezmax 1y TC,Feb-23,46500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,1y_tc,Suezmax 1y TC,Mar-23,45500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,1y_tc,Suezmax 1y TC,Apr-23,51000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,1y_tc,Suezmax 1y TC,May-23,51000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,1y_tc,Suezmax 1y TC,May-23,47600,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-06,2023-06-26,2023,1y_tc,Suezmax 1y TC,Jun-23,50500,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,1y_tc,Suezmax 1y TC,Jun-23,45500,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,1y_tc,Suezmax 1y TC,Jul-23,45400,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,1y_tc,Suezmax 1y TC,Aug-23,45000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,1y_tc,Suezmax 1y TC,Sep-23,41600,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,1y_tc,Suezmax 1y TC,Oct-23,42900,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-11,2024-07-01,2024,1y_tc,Suezmax 1y TC,Nov-23,47400,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,1y_tc,Suezmax 1y TC,Dec-23,46000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,1y_tc,Suezmax 1y TC,Jan-24,47500,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,1y_tc,Suezmax 1y TC,Feb-24,44800,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,1y_tc,Suezmax 1y TC,Mar-24,49200,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-04,2024-07-01,2024,1y_tc,Suezmax 1y TC,Apr-24,47500,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,1y_tc,Suezmax 1y TC,May-24,47000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,1y_tc,Suezmax 1y TC,Jun-24,45800,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,1y_tc,Suezmax 1y TC,Jun-24,47000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,1y_tc,Suezmax 1y TC,Jul-24,45700,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,1y_tc,Suezmax 1y TC,Aug-24,46800,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-09,2025-06-23,2025,1y_tc,Suezmax 1y TC,Sep-24,44200,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,1y_tc,Suezmax 1y TC,Oct-24,45800,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,1y_tc,Suezmax 1y TC,Nov-24,41800,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,1y_tc,Suezmax 1y TC,Dec-24,33900,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,1y_tc,Suezmax 1y TC,Jan-25,34500,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-02,2025-06-23,2025,1y_tc,Suezmax 1y TC,Feb-25,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,1y_tc,Suezmax 1y TC,Mar-25,35300,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,1y_tc,Suezmax 1y TC,Apr-25,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,1y_tc,Suezmax 1y TC,May-25,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2019-10,2021-10-18,2021,1y_tc,VLCC 1y TC,Oct-19,39000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,1y_tc,VLCC 1y TC,Jan-20,49000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,1y_tc,VLCC 1y TC,Apr-20,60000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,1y_tc,VLCC 1y TC,Jul-20,47000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,1y_tc,VLCC 1y TC,Oct-20,26000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,1y_tc,VLCC 1y TC,Nov-20,27500,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,1y_tc,VLCC 1y TC,Jan-21,24000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,1y_tc,VLCC 1y TC,Jan-21,27500,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,1y_tc,VLCC 1y TC,Mar-21,26500,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,1y_tc,VLCC 1y TC,Apr-21,23000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-05,2022-07-01,2022,1y_tc,VLCC 1y TC,May-21,25000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,1y_tc,VLCC 1y TC,Jul-21,19000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,1y_tc,VLCC 1y TC,Jul-21,25000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,1y_tc,VLCC 1y TC,Sep-21,23000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-10,2021-10-18,2021,1y_tc,VLCC 1y TC,Oct-21,20000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,1y_tc,VLCC 1y TC,Oct-21,25000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,1y_tc,VLCC 1y TC,Nov-21,27200,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,1y_tc,VLCC 1y TC,Nov-21,27500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,1y_tc,VLCC 1y TC,Dec-21,27000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,1y_tc,VLCC 1y TC,Jan-22,22700,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,1y_tc,VLCC 1y TC,Jan-22,24000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,1y_tc,VLCC 1y TC,Feb-22,23000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-03,2022-07-01,2022,1y_tc,VLCC 1y TC,Mar-22,19000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,1y_tc,VLCC 1y TC,Mar-22,21500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,1y_tc,VLCC 1y TC,Apr-22,21500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,1y_tc,VLCC 1y TC,May-22,22500,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,1y_tc,VLCC 1y TC,May-22,22500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,1y_tc,VLCC 1y TC,Jun-22,22500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,1y_tc,VLCC 1y TC,Jul-22,22500,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,1y_tc,VLCC 1y TC,Jul-22,22500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-08,2023-06-26,2023,1y_tc,VLCC 1y TC,Aug-22,22500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,1y_tc,VLCC 1y TC,Sep-22,39000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,1y_tc,VLCC 1y TC,Oct-22,47500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,1y_tc,VLCC 1y TC,Nov-22,51000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,1y_tc,VLCC 1y TC,Dec-22,56000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-01,2023-06-26,2023,1y_tc,VLCC 1y TC,Jan-23,48500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,1y_tc,VLCC 1y TC,Feb-23,45500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,1y_tc,VLCC 1y TC,Mar-23,45500,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,1y_tc,VLCC 1y TC,Apr-23,69000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,1y_tc,VLCC 1y TC,May-23,46000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,1y_tc,VLCC 1y TC,May-23,45600,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-06,2023-06-26,2023,1y_tc,VLCC 1y TC,Jun-23,45500,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,1y_tc,VLCC 1y TC,Jun-23,43700,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,1y_tc,VLCC 1y TC,Jul-23,45300,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,1y_tc,VLCC 1y TC,Aug-23,44000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,1y_tc,VLCC 1y TC,Sep-23,49400,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,1y_tc,VLCC 1y TC,Oct-23,44500,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-11,2024-07-01,2024,1y_tc,VLCC 1y TC,Nov-23,51300,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,1y_tc,VLCC 1y TC,Dec-23,49900,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,1y_tc,VLCC 1y TC,Jan-24,49900,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,1y_tc,VLCC 1y TC,Feb-24,50900,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,1y_tc,VLCC 1y TC,Mar-24,52800,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-04,2024-07-01,2024,1y_tc,VLCC 1y TC,Apr-24,52700,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,1y_tc,VLCC 1y TC,May-24,52200,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,1y_tc,VLCC 1y TC,Jun-24,51700,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,1y_tc,VLCC 1y TC,Jun-24,52200,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,1y_tc,VLCC 1y TC,Jul-24,51700,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
